# export from unicycle
# n stationname x1 x2 x3
00150 00150 -260000.000000 21000.000000 0.000000
00151 00151 -260000.000000 23000.000000 0.000000
00152 00152 -260000.000000 25000.000000 0.000000
00153 00153 -260000.000000 27000.000000 0.000000
00154 00154 -258000.000000 -49000.000000 0.000000
00155 00155 -258000.000000 -45000.000000 0.000000
00156 00156 -258000.000000 -43000.000000 0.000000
00157 00157 -258000.000000 17000.000000 0.000000
00158 00158 -258000.000000 19000.000000 0.000000
00159 00159 -258000.000000 21000.000000 0.000000
00160 00160 -258000.000000 23000.000000 0.000000
00161 00161 -258000.000000 25000.000000 0.000000
00162 00162 -258000.000000 27000.000000 0.000000
00163 00163 -256000.000000 -51000.000000 0.000000
00164 00164 -256000.000000 -49000.000000 0.000000
00165 00165 -256000.000000 19000.000000 0.000000
00166 00166 -256000.000000 21000.000000 0.000000
00167 00167 -256000.000000 23000.000000 0.000000
00168 00168 -256000.000000 25000.000000 0.000000
00169 00169 -256000.000000 27000.000000 0.000000
00170 00170 -254000.000000 21000.000000 0.000000
00171 00171 -254000.000000 23000.000000 0.000000
00172 00172 -254000.000000 25000.000000 0.000000
00173 00173 -254000.000000 27000.000000 0.000000
00174 00174 -252000.000000 23000.000000 0.000000
00175 00175 -252000.000000 25000.000000 0.000000
00176 00176 -252000.000000 27000.000000 0.000000
00177 00177 -250000.000000 23000.000000 0.000000
00178 00178 -250000.000000 25000.000000 0.000000
00179 00179 -250000.000000 27000.000000 0.000000
00180 00180 -248000.000000 25000.000000 0.000000
00181 00181 -248000.000000 27000.000000 0.000000
00182 00182 -248000.000000 29000.000000 0.000000
00183 00183 -246000.000000 25000.000000 0.000000
00184 00184 -246000.000000 27000.000000 0.000000
00185 00185 -246000.000000 29000.000000 0.000000
00186 00186 -246000.000000 31000.000000 0.000000
00187 00187 -244000.000000 25000.000000 0.000000
00188 00188 -244000.000000 27000.000000 0.000000
00189 00189 -244000.000000 29000.000000 0.000000
00190 00190 -244000.000000 31000.000000 0.000000
00191 00191 -244000.000000 33000.000000 0.000000
00192 00192 -242000.000000 27000.000000 0.000000
00193 00193 -242000.000000 29000.000000 0.000000
00194 00194 -242000.000000 31000.000000 0.000000
00195 00195 -242000.000000 33000.000000 0.000000
00196 00196 -240000.000000 27000.000000 0.000000
00197 00197 -240000.000000 29000.000000 0.000000
00198 00198 -240000.000000 31000.000000 0.000000
00199 00199 -240000.000000 33000.000000 0.000000
00200 00200 -240000.000000 35000.000000 0.000000
00201 00201 -238000.000000 25000.000000 0.000000
00202 00202 -238000.000000 27000.000000 0.000000
00203 00203 -238000.000000 29000.000000 0.000000
00204 00204 -238000.000000 31000.000000 0.000000
00205 00205 -238000.000000 33000.000000 0.000000
00206 00206 -238000.000000 35000.000000 0.000000
00207 00207 -236000.000000 25000.000000 0.000000
00208 00208 -236000.000000 27000.000000 0.000000
00209 00209 -236000.000000 29000.000000 0.000000
00210 00210 -236000.000000 31000.000000 0.000000
00211 00211 -236000.000000 33000.000000 0.000000
00212 00212 -236000.000000 35000.000000 0.000000
00213 00213 -234000.000000 25000.000000 0.000000
00214 00214 -234000.000000 27000.000000 0.000000
00215 00215 -234000.000000 29000.000000 0.000000
00216 00216 -234000.000000 31000.000000 0.000000
00217 00217 -234000.000000 33000.000000 0.000000
00218 00218 -234000.000000 35000.000000 0.000000
00219 00219 -232000.000000 27000.000000 0.000000
00220 00220 -232000.000000 29000.000000 0.000000
00221 00221 -232000.000000 31000.000000 0.000000
00222 00222 -232000.000000 33000.000000 0.000000
00223 00223 -232000.000000 35000.000000 0.000000
00224 00224 -230000.000000 27000.000000 0.000000
00225 00225 -230000.000000 29000.000000 0.000000
00226 00226 -230000.000000 31000.000000 0.000000
00227 00227 -230000.000000 33000.000000 0.000000
00228 00228 -230000.000000 35000.000000 0.000000
00229 00229 -230000.000000 37000.000000 0.000000
00230 00230 -228000.000000 29000.000000 0.000000
00231 00231 -228000.000000 31000.000000 0.000000
00232 00232 -228000.000000 33000.000000 0.000000
00233 00233 -228000.000000 35000.000000 0.000000
00234 00234 -228000.000000 37000.000000 0.000000
00235 00235 -226000.000000 15000.000000 0.000000
00236 00236 -226000.000000 31000.000000 0.000000
00237 00237 -226000.000000 33000.000000 0.000000
00238 00238 -226000.000000 35000.000000 0.000000
00239 00239 -226000.000000 37000.000000 0.000000
00240 00240 -224000.000000 31000.000000 0.000000
00241 00241 -224000.000000 33000.000000 0.000000
00242 00242 -224000.000000 35000.000000 0.000000
00243 00243 -224000.000000 37000.000000 0.000000
00244 00244 -222000.000000 -39000.000000 0.000000
00245 00245 -222000.000000 31000.000000 0.000000
00246 00246 -222000.000000 33000.000000 0.000000
00247 00247 -222000.000000 35000.000000 0.000000
00248 00248 -222000.000000 37000.000000 0.000000
00249 00249 -220000.000000 -37000.000000 0.000000
00250 00250 -220000.000000 31000.000000 0.000000
00251 00251 -220000.000000 33000.000000 0.000000
00252 00252 -220000.000000 35000.000000 0.000000
00253 00253 -220000.000000 37000.000000 0.000000
00254 00254 -218000.000000 -73000.000000 0.000000
00255 00255 -218000.000000 -71000.000000 0.000000
00256 00256 -218000.000000 33000.000000 0.000000
00257 00257 -218000.000000 35000.000000 0.000000
00258 00258 -216000.000000 -73000.000000 0.000000
00259 00259 -216000.000000 -71000.000000 0.000000
00260 00260 -216000.000000 35000.000000 0.000000
00261 00261 -196000.000000 -3000.000000 0.000000
00262 00262 -196000.000000 -1000.000000 0.000000
00263 00263 -194000.000000 -1000.000000 0.000000
00264 00264 -194000.000000 1000.000000 0.000000
00265 00265 -192000.000000 -1000.000000 0.000000
00266 00266 -192000.000000 1000.000000 0.000000
00267 00267 -192000.000000 3000.000000 0.000000
00268 00268 -190000.000000 -3000.000000 0.000000
00269 00269 -190000.000000 -1000.000000 0.000000
00270 00270 -190000.000000 1000.000000 0.000000
00271 00271 -190000.000000 3000.000000 0.000000
00272 00272 -190000.000000 5000.000000 0.000000
00273 00273 -190000.000000 7000.000000 0.000000
00274 00274 -188000.000000 -1000.000000 0.000000
00275 00275 -188000.000000 1000.000000 0.000000
00276 00276 -188000.000000 3000.000000 0.000000
00277 00277 -188000.000000 5000.000000 0.000000
00278 00278 -188000.000000 7000.000000 0.000000
00279 00279 -188000.000000 9000.000000 0.000000
00280 00280 -186000.000000 1000.000000 0.000000
00281 00281 -186000.000000 3000.000000 0.000000
00282 00282 -186000.000000 5000.000000 0.000000
00283 00283 -186000.000000 7000.000000 0.000000
00284 00284 -186000.000000 9000.000000 0.000000
00285 00285 -186000.000000 11000.000000 0.000000
00286 00286 -186000.000000 13000.000000 0.000000
00287 00287 -186000.000000 15000.000000 0.000000
00288 00288 -186000.000000 17000.000000 0.000000
00289 00289 -184000.000000 3000.000000 0.000000
00290 00290 -184000.000000 5000.000000 0.000000
00291 00291 -184000.000000 7000.000000 0.000000
00292 00292 -184000.000000 9000.000000 0.000000
00293 00293 -184000.000000 11000.000000 0.000000
00294 00294 -184000.000000 13000.000000 0.000000
00295 00295 -184000.000000 15000.000000 0.000000
00296 00296 -184000.000000 17000.000000 0.000000
00297 00297 -184000.000000 19000.000000 0.000000
00298 00298 -184000.000000 21000.000000 0.000000
00299 00299 -182000.000000 5000.000000 0.000000
00300 00300 -182000.000000 7000.000000 0.000000
00301 00301 -182000.000000 9000.000000 0.000000
00302 00302 -182000.000000 11000.000000 0.000000
00303 00303 -182000.000000 13000.000000 0.000000
00304 00304 -182000.000000 15000.000000 0.000000
00305 00305 -182000.000000 17000.000000 0.000000
00306 00306 -182000.000000 19000.000000 0.000000
00307 00307 -182000.000000 21000.000000 0.000000
00308 00308 -182000.000000 23000.000000 0.000000
00309 00309 -182000.000000 25000.000000 0.000000
00310 00310 -180000.000000 7000.000000 0.000000
00311 00311 -180000.000000 9000.000000 0.000000
00312 00312 -180000.000000 11000.000000 0.000000
00313 00313 -180000.000000 13000.000000 0.000000
00314 00314 -180000.000000 15000.000000 0.000000
00315 00315 -180000.000000 17000.000000 0.000000
00316 00316 -180000.000000 19000.000000 0.000000
00317 00317 -180000.000000 21000.000000 0.000000
00318 00318 -180000.000000 23000.000000 0.000000
00319 00319 -180000.000000 25000.000000 0.000000
00320 00320 -178000.000000 -119000.000000 0.000000
00321 00321 -178000.000000 -17000.000000 0.000000
00322 00322 -178000.000000 -15000.000000 0.000000
00323 00323 -178000.000000 -13000.000000 0.000000
00324 00324 -178000.000000 -11000.000000 0.000000
00325 00325 -178000.000000 7000.000000 0.000000
00326 00326 -178000.000000 9000.000000 0.000000
00327 00327 -178000.000000 11000.000000 0.000000
00328 00328 -178000.000000 13000.000000 0.000000
00329 00329 -178000.000000 15000.000000 0.000000
00330 00330 -178000.000000 17000.000000 0.000000
00331 00331 -178000.000000 19000.000000 0.000000
00332 00332 -178000.000000 21000.000000 0.000000
00333 00333 -178000.000000 23000.000000 0.000000
00334 00334 -178000.000000 25000.000000 0.000000
00335 00335 -178000.000000 27000.000000 0.000000
00336 00336 -176000.000000 -17000.000000 0.000000
00337 00337 -176000.000000 -15000.000000 0.000000
00338 00338 -176000.000000 -13000.000000 0.000000
00339 00339 -176000.000000 -11000.000000 0.000000
00340 00340 -176000.000000 -9000.000000 0.000000
00341 00341 -176000.000000 -7000.000000 0.000000
00342 00342 -176000.000000 7000.000000 0.000000
00343 00343 -176000.000000 9000.000000 0.000000
00344 00344 -176000.000000 11000.000000 0.000000
00345 00345 -176000.000000 13000.000000 0.000000
00346 00346 -176000.000000 15000.000000 0.000000
00347 00347 -176000.000000 17000.000000 0.000000
00348 00348 -176000.000000 19000.000000 0.000000
00349 00349 -176000.000000 21000.000000 0.000000
00350 00350 -176000.000000 23000.000000 0.000000
00351 00351 -176000.000000 25000.000000 0.000000
00352 00352 -176000.000000 27000.000000 0.000000
00353 00353 -174000.000000 -17000.000000 0.000000
00354 00354 -174000.000000 -15000.000000 0.000000
00355 00355 -174000.000000 -13000.000000 0.000000
00356 00356 -174000.000000 -11000.000000 0.000000
00357 00357 -174000.000000 -9000.000000 0.000000
00358 00358 -174000.000000 -7000.000000 0.000000
00359 00359 -174000.000000 7000.000000 0.000000
00360 00360 -174000.000000 9000.000000 0.000000
00361 00361 -174000.000000 11000.000000 0.000000
00362 00362 -174000.000000 13000.000000 0.000000
00363 00363 -174000.000000 15000.000000 0.000000
00364 00364 -174000.000000 17000.000000 0.000000
00365 00365 -174000.000000 19000.000000 0.000000
00366 00366 -174000.000000 21000.000000 0.000000
00367 00367 -174000.000000 23000.000000 0.000000
00368 00368 -174000.000000 25000.000000 0.000000
00369 00369 -174000.000000 27000.000000 0.000000
00370 00370 -174000.000000 29000.000000 0.000000
00371 00371 -172000.000000 -19000.000000 0.000000
00372 00372 -172000.000000 -17000.000000 0.000000
00373 00373 -172000.000000 -15000.000000 0.000000
00374 00374 -172000.000000 -13000.000000 0.000000
00375 00375 -172000.000000 -11000.000000 0.000000
00376 00376 -172000.000000 -9000.000000 0.000000
00377 00377 -172000.000000 -7000.000000 0.000000
00378 00378 -172000.000000 -5000.000000 0.000000
00379 00379 -172000.000000 7000.000000 0.000000
00380 00380 -172000.000000 9000.000000 0.000000
00381 00381 -172000.000000 11000.000000 0.000000
00382 00382 -172000.000000 13000.000000 0.000000
00383 00383 -172000.000000 15000.000000 0.000000
00384 00384 -172000.000000 17000.000000 0.000000
00385 00385 -172000.000000 19000.000000 0.000000
00386 00386 -172000.000000 21000.000000 0.000000
00387 00387 -172000.000000 23000.000000 0.000000
00388 00388 -172000.000000 25000.000000 0.000000
00389 00389 -172000.000000 27000.000000 0.000000
00390 00390 -172000.000000 29000.000000 0.000000
00391 00391 -170000.000000 -45000.000000 0.000000
00392 00392 -170000.000000 -41000.000000 0.000000
00393 00393 -170000.000000 -33000.000000 0.000000
00394 00394 -170000.000000 -31000.000000 0.000000
00395 00395 -170000.000000 -29000.000000 0.000000
00396 00396 -170000.000000 -27000.000000 0.000000
00397 00397 -170000.000000 -25000.000000 0.000000
00398 00398 -170000.000000 -23000.000000 0.000000
00399 00399 -170000.000000 -21000.000000 0.000000
00400 00400 -170000.000000 -19000.000000 0.000000
00401 00401 -170000.000000 -17000.000000 0.000000
00402 00402 -170000.000000 -15000.000000 0.000000
00403 00403 -170000.000000 -13000.000000 0.000000
00404 00404 -170000.000000 -11000.000000 0.000000
00405 00405 -170000.000000 -9000.000000 0.000000
00406 00406 -170000.000000 -7000.000000 0.000000
00407 00407 -170000.000000 -5000.000000 0.000000
00408 00408 -170000.000000 9000.000000 0.000000
00409 00409 -170000.000000 11000.000000 0.000000
00410 00410 -170000.000000 13000.000000 0.000000
00411 00411 -170000.000000 15000.000000 0.000000
00412 00412 -170000.000000 17000.000000 0.000000
00413 00413 -170000.000000 19000.000000 0.000000
00414 00414 -170000.000000 21000.000000 0.000000
00415 00415 -170000.000000 23000.000000 0.000000
00416 00416 -170000.000000 25000.000000 0.000000
00417 00417 -170000.000000 27000.000000 0.000000
00418 00418 -170000.000000 29000.000000 0.000000
00419 00419 -170000.000000 31000.000000 0.000000
00420 00420 -170000.000000 33000.000000 0.000000
00421 00421 -170000.000000 35000.000000 0.000000
00422 00422 -170000.000000 37000.000000 0.000000
00423 00423 -168000.000000 -45000.000000 0.000000
00424 00424 -168000.000000 -43000.000000 0.000000
00425 00425 -168000.000000 -41000.000000 0.000000
00426 00426 -168000.000000 -39000.000000 0.000000
00427 00427 -168000.000000 -37000.000000 0.000000
00428 00428 -168000.000000 -35000.000000 0.000000
00429 00429 -168000.000000 -33000.000000 0.000000
00430 00430 -168000.000000 -31000.000000 0.000000
00431 00431 -168000.000000 -29000.000000 0.000000
00432 00432 -168000.000000 -27000.000000 0.000000
00433 00433 -168000.000000 -25000.000000 0.000000
00434 00434 -168000.000000 -23000.000000 0.000000
00435 00435 -168000.000000 -21000.000000 0.000000
00436 00436 -168000.000000 -19000.000000 0.000000
00437 00437 -168000.000000 -17000.000000 0.000000
00438 00438 -168000.000000 -15000.000000 0.000000
00439 00439 -168000.000000 -13000.000000 0.000000
00440 00440 -168000.000000 -11000.000000 0.000000
00441 00441 -168000.000000 -9000.000000 0.000000
00442 00442 -168000.000000 -7000.000000 0.000000
00443 00443 -168000.000000 -5000.000000 0.000000
00444 00444 -168000.000000 -3000.000000 0.000000
00445 00445 -168000.000000 9000.000000 0.000000
00446 00446 -168000.000000 11000.000000 0.000000
00447 00447 -168000.000000 13000.000000 0.000000
00448 00448 -168000.000000 15000.000000 0.000000
00449 00449 -168000.000000 17000.000000 0.000000
00450 00450 -168000.000000 19000.000000 0.000000
00451 00451 -168000.000000 21000.000000 0.000000
00452 00452 -168000.000000 23000.000000 0.000000
00453 00453 -168000.000000 25000.000000 0.000000
00454 00454 -168000.000000 27000.000000 0.000000
00455 00455 -168000.000000 29000.000000 0.000000
00456 00456 -168000.000000 31000.000000 0.000000
00457 00457 -168000.000000 33000.000000 0.000000
00458 00458 -168000.000000 35000.000000 0.000000
00459 00459 -168000.000000 37000.000000 0.000000
00460 00460 -168000.000000 39000.000000 0.000000
00461 00461 -166000.000000 -47000.000000 0.000000
00462 00462 -166000.000000 -45000.000000 0.000000
00463 00463 -166000.000000 -43000.000000 0.000000
00464 00464 -166000.000000 -41000.000000 0.000000
00465 00465 -166000.000000 -39000.000000 0.000000
00466 00466 -166000.000000 -37000.000000 0.000000
00467 00467 -166000.000000 -35000.000000 0.000000
00468 00468 -166000.000000 -33000.000000 0.000000
00469 00469 -166000.000000 -31000.000000 0.000000
00470 00470 -166000.000000 -29000.000000 0.000000
00471 00471 -166000.000000 -27000.000000 0.000000
00472 00472 -166000.000000 -25000.000000 0.000000
00473 00473 -166000.000000 -23000.000000 0.000000
00474 00474 -166000.000000 -21000.000000 0.000000
00475 00475 -166000.000000 -19000.000000 0.000000
00476 00476 -166000.000000 -17000.000000 0.000000
00477 00477 -166000.000000 -15000.000000 0.000000
00478 00478 -166000.000000 -13000.000000 0.000000
00479 00479 -166000.000000 -11000.000000 0.000000
00480 00480 -166000.000000 -9000.000000 0.000000
00481 00481 -166000.000000 11000.000000 0.000000
00482 00482 -166000.000000 13000.000000 0.000000
00483 00483 -166000.000000 15000.000000 0.000000
00484 00484 -166000.000000 17000.000000 0.000000
00485 00485 -166000.000000 19000.000000 0.000000
00486 00486 -166000.000000 21000.000000 0.000000
00487 00487 -166000.000000 23000.000000 0.000000
00488 00488 -166000.000000 25000.000000 0.000000
00489 00489 -166000.000000 27000.000000 0.000000
00490 00490 -166000.000000 29000.000000 0.000000
00491 00491 -166000.000000 31000.000000 0.000000
00492 00492 -166000.000000 33000.000000 0.000000
00493 00493 -166000.000000 35000.000000 0.000000
00494 00494 -166000.000000 37000.000000 0.000000
00495 00495 -166000.000000 39000.000000 0.000000
00496 00496 -166000.000000 41000.000000 0.000000
00497 00497 -164000.000000 -45000.000000 0.000000
00498 00498 -164000.000000 -43000.000000 0.000000
00499 00499 -164000.000000 -41000.000000 0.000000
00500 00500 -164000.000000 -39000.000000 0.000000
00501 00501 -164000.000000 -37000.000000 0.000000
00502 00502 -164000.000000 -35000.000000 0.000000
00503 00503 -164000.000000 -33000.000000 0.000000
00504 00504 -164000.000000 -31000.000000 0.000000
00505 00505 -164000.000000 -29000.000000 0.000000
00506 00506 -164000.000000 -27000.000000 0.000000
00507 00507 -164000.000000 -25000.000000 0.000000
00508 00508 -164000.000000 -23000.000000 0.000000
00509 00509 -164000.000000 -21000.000000 0.000000
00510 00510 -164000.000000 -19000.000000 0.000000
00511 00511 -164000.000000 -17000.000000 0.000000
00512 00512 -164000.000000 -15000.000000 0.000000
00513 00513 -164000.000000 -13000.000000 0.000000
00514 00514 -164000.000000 -11000.000000 0.000000
00515 00515 -164000.000000 11000.000000 0.000000
00516 00516 -164000.000000 13000.000000 0.000000
00517 00517 -164000.000000 15000.000000 0.000000
00518 00518 -164000.000000 17000.000000 0.000000
00519 00519 -164000.000000 19000.000000 0.000000
00520 00520 -164000.000000 21000.000000 0.000000
00521 00521 -164000.000000 23000.000000 0.000000
00522 00522 -164000.000000 25000.000000 0.000000
00523 00523 -164000.000000 27000.000000 0.000000
00524 00524 -164000.000000 29000.000000 0.000000
00525 00525 -164000.000000 31000.000000 0.000000
00526 00526 -164000.000000 33000.000000 0.000000
00527 00527 -164000.000000 35000.000000 0.000000
00528 00528 -162000.000000 -49000.000000 0.000000
00529 00529 -162000.000000 -47000.000000 0.000000
00530 00530 -162000.000000 -45000.000000 0.000000
00531 00531 -162000.000000 -43000.000000 0.000000
00532 00532 -162000.000000 -41000.000000 0.000000
00533 00533 -162000.000000 -39000.000000 0.000000
00534 00534 -162000.000000 -37000.000000 0.000000
00535 00535 -162000.000000 -35000.000000 0.000000
00536 00536 -162000.000000 -33000.000000 0.000000
00537 00537 -162000.000000 -31000.000000 0.000000
00538 00538 -162000.000000 -29000.000000 0.000000
00539 00539 -162000.000000 -27000.000000 0.000000
00540 00540 -162000.000000 -25000.000000 0.000000
00541 00541 -162000.000000 -23000.000000 0.000000
00542 00542 -162000.000000 -21000.000000 0.000000
00543 00543 -162000.000000 -19000.000000 0.000000
00544 00544 -162000.000000 -17000.000000 0.000000
00545 00545 -162000.000000 -15000.000000 0.000000
00546 00546 -162000.000000 -13000.000000 0.000000
00547 00547 -162000.000000 11000.000000 0.000000
00548 00548 -162000.000000 13000.000000 0.000000
00549 00549 -162000.000000 15000.000000 0.000000
00550 00550 -162000.000000 17000.000000 0.000000
00551 00551 -162000.000000 19000.000000 0.000000
00552 00552 -162000.000000 21000.000000 0.000000
00553 00553 -162000.000000 23000.000000 0.000000
00554 00554 -162000.000000 25000.000000 0.000000
00555 00555 -162000.000000 27000.000000 0.000000
00556 00556 -162000.000000 29000.000000 0.000000
00557 00557 -162000.000000 31000.000000 0.000000
00558 00558 -162000.000000 33000.000000 0.000000
00559 00559 -162000.000000 35000.000000 0.000000
00560 00560 -162000.000000 37000.000000 0.000000
00561 00561 -160000.000000 -45000.000000 0.000000
00562 00562 -160000.000000 -43000.000000 0.000000
00563 00563 -160000.000000 -41000.000000 0.000000
00564 00564 -160000.000000 -39000.000000 0.000000
00565 00565 -160000.000000 -37000.000000 0.000000
00566 00566 -160000.000000 -35000.000000 0.000000
00567 00567 -160000.000000 -33000.000000 0.000000
00568 00568 -160000.000000 -31000.000000 0.000000
00569 00569 -160000.000000 -29000.000000 0.000000
